
0.0585457979	0.1487603306	0.0780399274	0.213963964	0.0406272274	0.7026355823	0.3722304284	3
0.462700661	0.5227272727	0.5834845735	0.4831081081	0.5281539558	0.3441599813	0.3490891187	1
0.3116147309	0.3326446281	0.7250453721	0.3040540541	0.4055595153	0.4187936392	0.1078286558	1
0.3484419263	0.3636363636	0.7831215971	0.2804054054	0.4761225944	0.7697278602	0.2373215165	1
0.7828139754	0.7954545455	0.8058076225	0.6672297297	0.8082679971	0.1149280318	0.7828655835	2
0.0840415486	0.132231405	0.3557168784	0.1582207207	0.091233072	0.6645386106	0.2378138848	3
0.0906515581	0.1425619835	0.3393829401	0.1509009009	0.1532430506	0.773628574	0.2151649434	3
0.1454202077	0.2727272727	0	0.2787162162	0.0819672131	0.5278836027	0.3451501723	3
0.0226628895	0.1136363636	0.0163339383	0.2134009009	0.0078403421	0.5743020973	0.3279172821	3
0.806421152	0.805785124	0.8656987296	0.722972973	0.9066286529	0.1747389772	0.6917774495	2
0.7714825307	0.7830578512	0.8194192377	0.7167792793	0.8310762651	0.3061930333	0.7552929591	2
0.1208687441	0.1260330579	0.6479128857	0.1311936937	0.2302209551	0.3682143832	0.3018217627	3
0.5495750708	0.5867768595	0.7123411978	0.4611486486	0.6379187455	0.4488291357	0.5411127523	2
0.4815864023	0.4834710744	0.886569873	0.3536036036	0.6300784034	0.1084268421	0.2594780896	1
0.7252124646	0.7603305785	0.7159709619	0.7173423423	0.7277263008	0.2181669245	0.8261939931	2
0.4523135033	0.4648760331	0.8248638838	0.3254504505	0.5951532431	0.3686044546	0.4529788282	2
0.4523135033	0.4876033058	0.7041742287	0.4296171171	0.5623663578	0.1604363599	0.3461349089	1
0.0915958451	0.1859504132	0.1061705989	0.2612612613	0.0377761939	0.4286754476	0.3264401773	3
0.0774315392	0.1115702479	0.4346642468	0.107545045	0.1033499644	0.5450467436	0.1506646972	3
0.790368272	0.7830578512	0.9038112523	0.6486486486	0.903064861	0.4640419197	0.6061053668	2
0.955618508	0.9958677686	0.6188747731	0.9459459459	0.8439059159	0.4792547036	0.9512555391	2
0.6647780925	0.7376033058	0.5372050817	0.7274774775	0.663578047	0.4304957807	0.7587395372	2
0.1473087819	0.2148760331	0.3284936479	0.2916666667	0.1475409836	0.3735453588	0.4032496307	3
0.8083097262	0.8347107438	0.7341197822	0.7578828829	0.8446186743	0.3015121767	0.8202855736	2
0.3248347498	0.3615702479	0.6488203267	0.303490991	0.4069850321	0.1237696498	0.2373215165	1
0.1510859301	0.1962809917	0.4519056261	0.1920045045	0.1988595866	0.5320443641	0.3146233383	3
0.2171860246	0.2809917355	0.4174228675	0.3355855856	0.2822523165	0.704715963	0.3924175283	3
0.8111425873	0.8719008264	0.5771324864	0.8277027027	0.749109052	0.3370086726	0.8419497784	2
0.5288007554	0.5681818182	0.6969147005	0.5259009009	0.5637918746	0.0179302812	0.3879862137	1
0.0849858357	0.1673553719	0.165154265	0.2280405405	0.0463292944	0.6010869989	0.3894633186	3
0.7894239849	0.8285123967	0.6787658802	0.7595720721	0.8018531718	0.3384389343	0.8020679468	2
0.8423040604	0.8884297521	0.6343012704	0.8260135135	0.834640057	0.2856492738	0.8202855736	2
0.2341831917	0.3119834711	0.3620689655	0.3226351351	0.2594440485	0.5901650002	0.4313146233	3
0.1765816808	0.2066115702	0.5671506352	0.1897522523	0.2758374911	0.5489474574	0.3092072871	3
0.0717658168	0.1466942149	0.1905626134	0.1559684685	0.0270848182	0.4644319911	0.3018217627	3
0.8073654391	0.867768595	0.5816696915	0.7657657658	0.789023521	0.7693377888	0.7552929591	2
0.4192634561	0.4876033058	0.5235934664	0.4521396396	0.4148253742	0.1518547894	0.4529788282	1
0.4050991501	0.4462809917	0.6624319419	0.3688063063	0.5010691376	0.0328830176	0.2151649434	1
0.6647780925	0.7128099174	0.6524500907	0.6385135135	0.6721311475	0.3877179524	0.694239291	2
0.1425873466	0.152892562	0.6460980036	0.115990991	0.2216678546	0.1867011663	0.2644017725	3
0.3654390935	0.4008264463	0.668784029	0.2753378378	0.5324305061	0.2648454667	0.258493353	1
0.2483474976	0.2954545455	0.5435571688	0.2792792793	0.313613685	0.4410277081	0.2801575579	1
0.3012275732	0.3409090909	0.6152450091	0.3265765766	0.3749109052	0.308273414	0.1738060069	1
0.5930122757	0.6694214876	0.5145190563	0.6981981982	0.5937277263	0.3810867389	0.7129492861	2
0.2426817753	0.2355371901	0.8421052632	0.1345720721	0.4069850321	0.2205073528	0.129985229	1
0.2577903683	0.3161157025	0.4827586207	0.3614864865	0.3157519601	0.8152361882	0.4534711965	3
0.7705382436	0.7789256198	0.833030853	0.6824324324	0.8831076265	0.4450584457	0.7252584934	2
0.3229461756	0.3884297521	0.4936479129	0.3997747748	0.376336422	0.188781547	0.3018217627	1
0.2464589235	0.2582644628	0.7277676951	0.1897522523	0.4290805417	0.981666645	0.2644017725	3
0.8045325779	0.7954545455	0.9074410163	0.7066441441	0.9265858874	0.2822686552	0.7680945347	2
0.5240793201	0.5330578512	0.8647912886	0.4273648649	0.6642908054	0.0767010363	0.3229935992	1
0.1992445703	0.2066115702	0.719600726	0.1599099099	0.3285816108	1	0.2368291482	3
0.9716713881	0.958677686	0.8620689655	0.8733108108	0.9992872416	0.5527181474	0.8872476613	2
0.6298394712	0.6859504132	0.6188747731	0.607545045	0.6870990734	0.4906967975	0.6262924668	2
0.0727101039	0.132231405	0.2731397459	0.1554054054	0.0890947969	0.4268551145	0.3663220089	3
0.5901794145	0.673553719	0.4918330309	0.6188063063	0.6086956522	0.5083800335	0.6686361398	2
0.2596789424	0.3181818182	0.4891107078	0.2759009009	0.3164647185	0.6800114421	0.3879862137	3
